Contig	Element	Start	End	MG.type	ARGorf	ARG-MGE.distance	ARG-MGE.relation
ERX552270.116.dc.fa|contig_23043	ERX552270.116.dc.fa|contig_23043_28	33068	33625	endonuclease	ERX552270.116.dc.fa|contig_23043_3	26842	away
ERX552270.116.dc.fa|contig_23043	ERX552270.116.dc.fa|contig_23043_46	46121	46927	endonuclease	ERX552270.116.dc.fa|contig_23043_3	39895	away
ERX552270.24.dc.fa|contig_4015	ERX552270.24.dc.fa|contig_4015_13	11108	11653	endonuclease	ERX552270.24.dc.fa|contig_4015_18	3944	away
ERX552270.42.dc.fa|contig_1684	ERX552270.42.dc.fa|contig_1684_63	46145	46744	endonuclease	ERX552270.42.dc.fa|contig_1684_24	25777	away
ERX552270.50.dc.fa|contig_15050	ERX552270.50.dc.fa|contig_15050_2	1846	3279	endonuclease	ERX552270.50.dc.fa|contig_15050_1	92	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_96	90892	91863	relaxase	ERX552270.56.dc.fa|contig_4353_90	3044	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_130	115620	116414	endonuclease	ERX552270.56.dc.fa|contig_4353_90	27772	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_162	145149	145655	endonuclease	ERX552270.56.dc.fa|contig_4353_90	57301	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_34	35725	36414	endonuclease	ERX552270.56.dc.fa|contig_4353_90	48975	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_40	40577	41263	resolvase	ERX552270.56.dc.fa|contig_4353_90	44126	away
ERX552270.56.dc.fa|contig_4353	ERX552270.56.dc.fa|contig_4353_97	91838	93202	endonuclease	ERX552270.56.dc.fa|contig_4353_90	3990	away
ERX552270.62.dc.fa|contig_927	ERX552270.62.dc.fa|contig_927_16	19373	19954	endonuclease	ERX552270.62.dc.fa|contig_927_40	24474	away
ERX552270.74.dc.fa|contig_5691	ERX552270.74.dc.fa|contig_5691_10	11237	11782	endonuclease	ERX552270.74.dc.fa|contig_5691_57	50942	away
ERX552270.76.dc.fa|contig_1593	ERX552270.76.dc.fa|contig_1593_9	9834	10718	endonuclease	ERX552270.76.dc.fa|contig_1593_18	7677	away
ERX552270.86.dc.fa|contig_104	ERX552270.86.dc.fa|contig_104_101	86681	88060	recombinase	ERX552270.86.dc.fa|contig_104_9	75517	away
ERX552270.86.dc.fa|contig_104	ERX552270.86.dc.fa|contig_104_21	18609	23420	endonuclease	ERX552270.86.dc.fa|contig_104_9	7445	away
ERX552270.86.dc.fa|contig_104	ERX552270.86.dc.fa|contig_104_63	56538	59033	endonuclease	ERX552270.86.dc.fa|contig_104_9	45374	away
ERX552270.86.dc.fa|contig_104	ERX552270.86.dc.fa|contig_104_78	68560	69588	endonuclease	ERX552270.86.dc.fa|contig_104_9	57396	away
ERX552288.39.dc.fa|contig_112	ERX552288.39.dc.fa|contig_112_22	14909	15217	endonuclease	ERX552288.39.dc.fa|contig_112_57	30069	away
ERX552288.95.dc.fa|contig_14734	ERX552288.95.dc.fa|contig_14734_13	10125	10712	endonuclease	ERX552288.95.dc.fa|contig_14734_19	6319	away
ERX552288.95.dc.fa|contig_14734	ERX552288.95.dc.fa|contig_14734_5	3375	4208	resolvase	ERX552288.95.dc.fa|contig_14734_19	12823	away
ERX552296.13.dc.fa|contig_6840	ERX552296.13.dc.fa|contig_6840_12	13593	14168	endonuclease	ERX552296.13.dc.fa|contig_6840_6	6278	away
ERX552297.51.dc.fa|contig_2085	ERX552297.51.dc.fa|contig_2085_35	70256	71332	endonuclease	ERX552297.51.dc.fa|contig_2085_7	64977	away
ERX552300.8.dc.fa|contig_2163	ERX552300.8.dc.fa|contig_2163_27	23619	25298	endonuclease	ERX552300.8.dc.fa|contig_2163_11	10458	away
ERX552300.8.dc.fa|contig_2163	ERX552300.8.dc.fa|contig_2163_71	75989	77884	endonuclease|recombinase	ERX552300.8.dc.fa|contig_2163_11	62828	away
ERX552300.8.dc.fa|contig_2163	ERX552300.8.dc.fa|contig_2163_71	75989	77884	endonuclease|recombinase	ERX552300.8.dc.fa|contig_2163_11	62828	away
ERX552300.8.dc.fa|contig_615	ERX552300.8.dc.fa|contig_615_87	87271	87846	endonuclease	ERX552300.8.dc.fa|contig_615_39	47056	away
ERX555913.6.dc.fa|contig_13153	ERX555913.6.dc.fa|contig_13153_5	3880	4437	endonuclease	ERX555913.6.dc.fa|contig_13153_11	4233	away
ERX555926.39.dc.fa|contig_13486	ERX555926.39.dc.fa|contig_13486_12	8317	8790	endonuclease	ERX555926.39.dc.fa|contig_13486_22	6674	away
ERX555958.4.dc.fa|contig_348	ERX555958.4.dc.fa|contig_348_11	22591	23319	endonuclease	ERX555958.4.dc.fa|contig_348_23	4437	away
ERX555958.4.dc.fa|contig_348	ERX555958.4.dc.fa|contig_348_49	45087	45875	resolvase	ERX555958.4.dc.fa|contig_348_23	15691	away
ERX555967.90.dc.fa|contig_21603	ERX555967.90.dc.fa|contig_21603_59	63435	63989	endonuclease	ERX555967.90.dc.fa|contig_21603_11	42197	away
ERX556003.31.dc.fa|contig_2006	ERX556003.31.dc.fa|contig_2006_73	55020	56255	recombinase	ERX556003.31.dc.fa|contig_2006_88	11426	away
ERX556019.13.dc.fa|contig_3127	ERX556019.13.dc.fa|contig_3127_9	7733	10708	relaxase	ERX556019.13.dc.fa|contig_3127_21	10649	away
ERX556054.25.dc.fa|contig_411	ERX556054.25.dc.fa|contig_411_89	63860	64162	endonuclease	ERX556054.25.dc.fa|contig_411_120	30131	away
ERX556091.17.dc.fa|contig_2465	ERX556091.17.dc.fa|contig_2465_20	13636	14586	endonuclease	ERX556091.17.dc.fa|contig_2465_3	10376	away
ERX556091.17.dc.fa|contig_2465	ERX556091.17.dc.fa|contig_2465_25	17086	17877	resolvase	ERX556091.17.dc.fa|contig_2465_3	13826	away
ERX556091.17.dc.fa|contig_3849	ERX556091.17.dc.fa|contig_3849_14	13685	14323	endonuclease	ERX556091.17.dc.fa|contig_3849_34	14124	away
ERX556091.17.dc.fa|contig_3849	ERX556091.17.dc.fa|contig_3849_50	49602	50708	recombinase	ERX556091.17.dc.fa|contig_3849_34	18093	away
ERX556315.47.dc.fa|contig_1720	ERX556315.47.dc.fa|contig_1720_16	17128	17922	endonuclease	ERX556315.47.dc.fa|contig_1720_9	5374	away
ERX556315.47.dc.fa|contig_1720	ERX556315.47.dc.fa|contig_1720_26	23010	25238	endonuclease	ERX556315.47.dc.fa|contig_1720_9	11256	away
ERX556315.47.dc.fa|contig_1720	ERX556315.47.dc.fa|contig_1720_3	2871	3887	resolvase	ERX556315.47.dc.fa|contig_1720_9	6107	away
GCA_000427115.1_CBEV_1|HF679132.1	GCA_000427115.1_CBEV_1|HF679132.1_127	119890	121299	endonuclease	GCA_000427115.1_CBEV_1|HF679132.1_166	32822	away
GCA_000427115.1_CBEV_1|HF679132.1	GCA_000427115.1_CBEV_1|HF679132.1_175	158643	160034	endonuclease	GCA_000427115.1_CBEV_1|HF679132.1_166	2816	away
GCA_000427115.1_CBEV_1|HF679132.1	GCA_000427115.1_CBEV_1|HF679132.1_202	188982	189473	resolvase	GCA_000427115.1_CBEV_1|HF679132.1_166	33155	away
GCA_000427115.1_CBEV_1|HF679132.1	GCA_000427115.1_CBEV_1|HF679132.1_312	282930	284015	endonuclease	GCA_000427115.1_CBEV_1|HF679132.1_166	127103	away
GCA_000427135.1_AHEV_1|HF679131.1	GCA_000427135.1_AHEV_1|HF679131.1_174	159138	159617	resolvase	GCA_000427135.1_AHEV_1|HF679131.1_114	54158	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_154	141129	141989	integrase	GCA_000427155.1_MySEV_1|HF679134.1_178	18361	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_127	118973	120079	endonuclease	GCA_000427155.1_MySEV_1|HF679134.1_178	40271	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_147	132870	134273	endonuclease	GCA_000427155.1_MySEV_1|HF679134.1_178	26077	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_155	141129	141989	integrase	GCA_000427155.1_MySEV_1|HF679134.1_178	18361	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_156	142229	143578	endonuclease	GCA_000427155.1_MySEV_1|HF679134.1_178	16772	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_200	188109	188594	resolvase	GCA_000427155.1_MySEV_1|HF679134.1_178	26053	away
GCA_000427155.1_MySEV_1|HF679134.1	GCA_000427155.1_MySEV_1|HF679134.1_284	255586	256125	endonuclease	GCA_000427155.1_MySEV_1|HF679134.1_178	93530	away
GCA_000837185.1_ViralProj14097|AF250284.1	GCA_000837185.1_ViralProj14097|AF250284.1_195	178488	180326	endonuclease	GCA_000837185.1_ViralProj14097|AF250284.1_123	73100	away
GCA_000838565.1_ViralProj14042|AF063866.1	GCA_000838565.1_ViralProj14042|AF063866.1_64	59223	60803	Intron	GCA_000838565.1_ViralProj14042|AF063866.1_71	8146	away
GCA_000838565.1_ViralProj14042|AF063866.1	GCA_000838565.1_ViralProj14042|AF063866.1_107	104621	106432	endonuclease	GCA_000838565.1_ViralProj14042|AF063866.1_71	33945	away
GCA_000838605.1_ViralProj14052|AF198100.1	GCA_000838605.1_ViralProj14052|AF198100.1_28	33497	35950	endonuclease	GCA_000838605.1_ViralProj14052|AF198100.1_51	16964	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_249	196773	197924	transposase	GCA_000839765.1_ViralProj14114|AF204951.2_116	102735	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_272	222390	223541	transposase	GCA_000839765.1_ViralProj14114|AF204951.2_116	128352	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_150	150598	151881	endonuclease	GCA_000839765.1_ViralProj14114|AF204951.2_116	56560	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_193	196773	197846	transposase	GCA_000839765.1_ViralProj14114|AF204951.2_116	102735	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_213	222390	223463	transposase	GCA_000839765.1_ViralProj14114|AF204951.2_116	128352	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_225	242354	243406	resolvase	GCA_000839765.1_ViralProj14114|AF204951.2_116	148316	away
GCA_000839765.1_ViralProj14114|AF204951.2	GCA_000839765.1_ViralProj14114|AF204951.2_91	91117	91743	recombinase	GCA_000839765.1_ViralProj14114|AF204951.2_116	10	away
GCA_000841685.1_ViralProj14340|AY318871.1	GCA_000841685.1_ViralProj14340|AY318871.1_156	178541	179479	relaxase	GCA_000841685.1_ViralProj14340|AY318871.1_72	97364	away
GCA_000841685.1_ViralProj14340|AY318871.1	GCA_000841685.1_ViralProj14340|AY318871.1_256	290093	290551	resolvase	GCA_000841685.1_ViralProj14340|AY318871.1_72	208916	away
GCA_000841685.1_ViralProj14340|AY318871.1	GCA_000841685.1_ViralProj14340|AY318871.1_47	58183	60588	endonuclease	GCA_000841685.1_ViralProj14340|AY318871.1_72	18934	away
GCA_000844045.1_ViralProj14469|AY386265.1	GCA_000844045.1_ViralProj14469|AY386265.1_100	100084	100524	resolvase	GCA_000844045.1_ViralProj14469|AY386265.1_74	19900	away
GCA_000844845.1_ViralProj14464|AY386264.1	GCA_000844845.1_ViralProj14464|AY386264.1_96	100282	100722	resolvase	GCA_000844845.1_ViralProj14464|AY386264.1_74	20170	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_369	318210	320966	relaxase	GCA_000847045.1_ViralProj14564|JF411744.1_22	287435	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_126	127028	128056	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_22	96253	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_181	175593	176627	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_22	144818	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_215	205267	206259	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_22	174492	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_306	279084	279800	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_22	248309	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_329	300424	301722	transposase	GCA_000847045.1_ViralProj14564|JF411744.1_22	269649	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_40	45223	46623	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_22	14448	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_81	85437	86237	recombinase	GCA_000847045.1_ViralProj14564|JF411744.1_22	54662	away
GCA_000847045.1_ViralProj14564|JF411744.1	IS200/IS605	299990	301810	IS	GCA_000847045.1_ViralProj14564|JF411744.1_22	269215	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_369	318210	320966	relaxase	GCA_000847045.1_ViralProj14564|JF411744.1_335	25236	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_126	127028	128056	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_335	163749	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_181	175593	176627	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_335	115178	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_215	205267	206259	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_335	85546	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_306	279084	279800	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_335	12005	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_329	300424	301722	transposase	GCA_000847045.1_ViralProj14564|JF411744.1_335	7450	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_40	45223	46623	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_335	245182	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_81	85437	86237	recombinase	GCA_000847045.1_ViralProj14564|JF411744.1_335	205568	away
GCA_000847045.1_ViralProj14564|JF411744.1	IS200/IS605	299990	301810	IS	GCA_000847045.1_ViralProj14564|JF411744.1_335	7016	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_126	127028	128056	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_369	190154	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_181	175593	176627	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_369	141583	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_215	205267	206259	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_369	111951	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_306	279084	279800	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_369	38410	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_329	300424	301722	transposase	GCA_000847045.1_ViralProj14564|JF411744.1_369	16488	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_40	45223	46623	endonuclease	GCA_000847045.1_ViralProj14564|JF411744.1_369	271587	away
GCA_000847045.1_ViralProj14564|JF411744.1	GCA_000847045.1_ViralProj14564|JF411744.1_81	85437	86237	recombinase	GCA_000847045.1_ViralProj14564|JF411744.1_369	231973	away
GCA_000847045.1_ViralProj14564|JF411744.1	IS200/IS605	299990	301810	IS	GCA_000847045.1_ViralProj14564|JF411744.1_369	16400	away
GCA_000867825.1_ViralProj18305|DQ890022.1	GCA_000867825.1_ViralProj18305|DQ890022.1_314	278451	281156	relaxase	GCA_000867825.1_ViralProj18305|DQ890022.1_305	7055	away
GCA_000867825.1_ViralProj18305|DQ890022.1	GCA_000867825.1_ViralProj18305|DQ890022.1_86	96021	96884	recombinase	GCA_000867825.1_ViralProj18305|DQ890022.1_305	173343	away
GCA_000867825.1_ViralProj18305|DQ890022.1	GCA_000867825.1_ViralProj18305|DQ890022.1_86	96021	96884	recombinase	GCA_000867825.1_ViralProj18305|DQ890022.1_314	181567	away
GCA_000869065.1_ViralProj16798|DQ356948.1	GCA_000869065.1_ViralProj16798|DQ356948.1_147	165044	165526	resolvase	GCA_000869065.1_ViralProj16798|DQ356948.1_120	19839	away
GCA_000869065.1_ViralProj16798|DQ356948.1	GCA_000869065.1_ViralProj16798|DQ356948.1_52	65474	66163	recombinase|resolvase	GCA_000869065.1_ViralProj16798|DQ356948.1_120	77408	away
GCA_000869065.1_ViralProj16798|DQ356948.1	GCA_000869065.1_ViralProj16798|DQ356948.1_52	65474	66163	recombinase|resolvase	GCA_000869065.1_ViralProj16798|DQ356948.1_120	77408	away
GCA_000869685.1_ViralProj18527|EF101928.1	GCA_000869685.1_ViralProj18527|EF101928.1_283	224182	226944	relaxase	GCA_000869685.1_ViralProj18527|EF101928.1_127	124904	away
GCA_000869685.1_ViralProj18527|EF101928.1	GCA_000869685.1_ViralProj18527|EF101928.1_260	202087	202917	recombinase	GCA_000869685.1_ViralProj18527|EF101928.1_127	102809	away
GCA_000869685.1_ViralProj18527|EF101928.1	GCA_000869685.1_ViralProj18527|EF101928.1_283	224182	226944	relaxase	GCA_000869685.1_ViralProj18527|EF101928.1_240	37294	away
GCA_000869685.1_ViralProj18527|EF101928.1	GCA_000869685.1_ViralProj18527|EF101928.1_260	202087	202917	recombinase	GCA_000869685.1_ViralProj18527|EF101928.1_240	15199	away
GCA_000869685.1_ViralProj18527|EF101928.1	GCA_000869685.1_ViralProj18527|EF101928.1_260	202087	202917	recombinase	GCA_000869685.1_ViralProj18527|EF101928.1_283	21265	away
