Contig	Element	Start	End	MG.type	ARGorf	ARG-MGE.distance	ARG-MGE.relation
DTR_022094	DTR_022094_260	157763	158818	integrase|recombinase	DTR_022094_396	75037	away
DTR_022094	DTR_022094_309	185575	186159	endonuclease	DTR_022094_396	47696	away
DTR_022094	DTR_022094_373	221396	221953	endonuclease	DTR_022094_396	11902	away
DTR_022094	DTR_022094_399	235025	236533	recombinase|resolvase	DTR_022094_396	670	away
DTR_022094	DTR_022094_399	235025	236533	recombinase|resolvase	DTR_022094_396	670	away
DTR_022094	DTR_022094_41	19600	20184	endonuclease	DTR_022094_396	213671	away
DTR_022094	DTR_022094_428	268398	269363	integrase	DTR_022094_396	34043	away
DTR_022094	DTR_022094_446	284137	284664	endonuclease	DTR_022094_396	49782	away
DTR_022094	DTR_022094_514	317744	318142	endonuclease	DTR_022094_396	83389	away
DTR_022094	DTR_022094_528	323738	324793	integrase|recombinase	DTR_022094_396	89383	away
DTR_022094	DTR_022094_528	323738	324793	integrase|recombinase	DTR_022094_396	89383	away
DTR_024114	DTR_024114_140	86935	87951	recombinase	DTR_024114_149	7812	away
DTR_024114	DTR_024114_139	85968	86942	resolvase	DTR_024114_149	8821	away
DTR_024114	DTR_024114_140	86935	87951	recombinase	DTR_024114_149	7812	away
DTR_024114	DTR_024114_146	92757	93308	endonuclease	DTR_024114_149	2455	away
DTR_041541	DTR_041541_71	35464	36627	recombinase	DTR_041541_107	21269	away
DTR_041541	DTR_041541_111	59459	59920	endonuclease	DTR_041541_107	622	away
DTR_041541	DTR_041541_181	102174	103370	endonuclease	DTR_041541_107	43337	away
DTR_041541	DTR_041541_61	27308	27856	endonuclease	DTR_041541_107	30040	away
DTR_041541	DTR_041541_73	37092	38195	endonuclease	DTR_041541_107	19701	away
DTR_043154	DTR_043154_115	76398	77015	endonuclease	DTR_043154_103	5979	away
DTR_043154	DTR_043154_189	115711	116544	endonuclease	DTR_043154_103	45292	away
DTR_043154	DTR_043154_255	151675	152070	endonuclease	DTR_043154_103	81256	away
DTR_043154	DTR_043154_310	186306	186908	endonuclease	DTR_043154_103	115887	away
DTR_043154	DTR_043154_428	252245	252706	endonuclease	DTR_043154_103	181826	away
DTR_043154	DTR_043154_503	299326	301065	endonuclease	DTR_043154_103	228907	away
DTR_043154	DTR_043154_507	301919	302986	endonuclease	DTR_043154_103	231500	away
DTR_043154	DTR_043154_568	360353	361372	resolvase	DTR_043154_103	289934	away
DTR_043154	DTR_043154_115	76398	77015	endonuclease	DTR_043154_298	100380	away
DTR_043154	DTR_043154_189	115711	116544	endonuclease	DTR_043154_298	60851	away
DTR_043154	DTR_043154_255	151675	152070	endonuclease	DTR_043154_298	25325	away
DTR_043154	DTR_043154_310	186306	186908	endonuclease	DTR_043154_298	8120	away
DTR_043154	DTR_043154_428	252245	252706	endonuclease	DTR_043154_298	74059	away
DTR_043154	DTR_043154_503	299326	301065	endonuclease	DTR_043154_298	121140	away
DTR_043154	DTR_043154_507	301919	302986	endonuclease	DTR_043154_298	123733	away
DTR_043154	DTR_043154_568	360353	361372	resolvase	DTR_043154_298	182167	away
DTR_045473	DTR_045473_16	14598	14966	endonuclease	DTR_045473_41	10573	away
DTR_045473	DTR_045473_35	20720	21715	transposase	DTR_045473_41	3824	away
DTR_045473	IS200/IS605	20720	21715	IS	DTR_045473_41	3824	away
DTR_048777	DTR_048777_12	13853	14212	endonuclease	DTR_048777_253	145875	away
DTR_048777	DTR_048777_13	14199	14672	endonuclease	DTR_048777_253	145415	away
DTR_048777	DTR_048777_163	106309	106944	endonuclease	DTR_048777_253	53143	away
DTR_048777	DTR_048777_165	108106	108930	endonuclease	DTR_048777_253	51157	away
DTR_048777	DTR_048777_2	1609	2583	endonuclease	DTR_048777_253	157504	away
DTR_048777	DTR_048777_203	129961	130254	endonuclease	DTR_048777_253	29833	away
DTR_048777	DTR_048777_223	142427	143218	endonuclease	DTR_048777_253	16869	away
DTR_048777	DTR_048777_244	153903	154475	endonuclease	DTR_048777_253	5612	away
DTR_048777	DTR_048777_256	163393	163947	endonuclease	DTR_048777_253	2779	away
DTR_048777	DTR_048777_325	209973	210437	endonuclease	DTR_048777_253	49359	away
DTR_048777	DTR_048777_462	287421	288419	resolvase	DTR_048777_253	126807	away
DTR_048777	DTR_048777_500	339146	340201	endonuclease	DTR_048777_253	178532	away
DTR_048777	DTR_048777_501	340205	341962	endonuclease	DTR_048777_253	179591	away
DTR_048777	DTR_048777_504	342631	343374	endonuclease	DTR_048777_253	182017	away
DTR_048777	DTR_048777_537	366748	367437	endonuclease	DTR_048777_253	206134	away
DTR_048777	DTR_048777_70	55030	55677	endonuclease	DTR_048777_253	104410	away
DTR_048777	DTR_048777_12	13853	14212	endonuclease	DTR_048777_331	201158	away
DTR_048777	DTR_048777_13	14199	14672	endonuclease	DTR_048777_331	200698	away
DTR_048777	DTR_048777_163	106309	106944	endonuclease	DTR_048777_331	108426	away
DTR_048777	DTR_048777_165	108106	108930	endonuclease	DTR_048777_331	106440	away
DTR_048777	DTR_048777_2	1609	2583	endonuclease	DTR_048777_331	212787	away
DTR_048777	DTR_048777_203	129961	130254	endonuclease	DTR_048777_331	85116	away
DTR_048777	DTR_048777_223	142427	143218	endonuclease	DTR_048777_331	72152	away
DTR_048777	DTR_048777_244	153903	154475	endonuclease	DTR_048777_331	60895	away
DTR_048777	DTR_048777_256	163393	163947	endonuclease	DTR_048777_331	51423	away
DTR_048777	DTR_048777_325	209973	210437	endonuclease	DTR_048777_331	4933	away
DTR_048777	DTR_048777_462	287421	288419	resolvase	DTR_048777_331	71275	away
DTR_048777	DTR_048777_500	339146	340201	endonuclease	DTR_048777_331	123000	away
DTR_048777	DTR_048777_501	340205	341962	endonuclease	DTR_048777_331	124059	away
DTR_048777	DTR_048777_504	342631	343374	endonuclease	DTR_048777_331	126485	away
DTR_048777	DTR_048777_537	366748	367437	endonuclease	DTR_048777_331	150602	away
DTR_048777	DTR_048777_70	55030	55677	endonuclease	DTR_048777_331	159693	away
DTR_051837	DTR_051837_48	29255	29926	endonuclease	DTR_051837_49	0	overlapped
DTR_051837	DTR_051837_5	1712	2080	endonuclease	DTR_051837_49	27797	away
DTR_051837	DTR_051837_55	34186	35175	integrase	DTR_051837_49	3659	away
DTR_063178	DTR_063178_119	123171	124385	recombinase	DTR_063178_98	15807	away
DTR_063178	DTR_063178_29	35708	39127	endonuclease	DTR_063178_98	67680	away
DTR_063178	DTR_063178_7	13755	14486	endonuclease	DTR_063178_98	92321	away
DTR_063661	DTR_063661_13	8144	8659	endonuclease	DTR_063661_49	21994	away
DTR_063986	DTR_063986_220	197115	198140	recombinase	DTR_063986_161	68528	away
DTR_063986	DTR_063986_9	7845	9122	recombinase	DTR_063986_161	118515	away
DTR_063986	DTR_063986_196	166393	168486	relaxase	DTR_063986_161	37806	away
DTR_063986	DTR_063986_108	81413	82630	transposase	DTR_063986_161	45007	away
DTR_063986	DTR_063986_153	121709	122869	transposase	DTR_063986_161	4768	away
DTR_063986	DTR_063986_206	180210	182261	endonuclease	DTR_063986_161	51623	away
DTR_063986	DTR_063986_220	197115	198140	integrase|recombinase	DTR_063986_161	68528	away
DTR_063986	DTR_063986_220	197115	198140	integrase|recombinase	DTR_063986_161	68528	away
DTR_063986	DTR_063986_7	6542	7243	endonuclease	DTR_063986_161	120394	away
DTR_063986	DTR_063986_73	55885	57060	transposase	DTR_063986_161	70577	away
DTR_063986	IS607	55574	57635	IS	DTR_063986_161	70002	away
DTR_063986	IS607	81404	83126	IS	DTR_063986_161	44511	away
DTR_063986	IS607	121791	123143	IS	DTR_063986_161	4494	away
DTR_063986	DTR_063986_220	197115	198140	recombinase	DTR_063986_75	138357	away
DTR_063986	DTR_063986_9	7845	9122	recombinase	DTR_063986_75	48746	away
DTR_063986	DTR_063986_196	166393	168486	relaxase	DTR_063986_75	107635	away
DTR_063986	DTR_063986_108	81413	82630	transposase	DTR_063986_75	22655	away
DTR_063986	DTR_063986_153	121709	122869	transposase	DTR_063986_75	62951	away
DTR_063986	DTR_063986_206	180210	182261	endonuclease	DTR_063986_75	121452	away
DTR_063986	DTR_063986_220	197115	198140	integrase|recombinase	DTR_063986_75	138357	away
DTR_063986	DTR_063986_220	197115	198140	integrase|recombinase	DTR_063986_75	138357	away
DTR_063986	DTR_063986_7	6542	7243	endonuclease	DTR_063986_75	50625	away
DTR_063986	DTR_063986_73	55885	57060	transposase	DTR_063986_75	808	away
DTR_063986	IS607	55574	57635	IS	DTR_063986_75	233	away
DTR_063986	IS607	81404	83126	IS	DTR_063986_75	22646	away
DTR_063986	IS607	121791	123143	IS	DTR_063986_75	63033	away
DTR_064109	DTR_064109_104	121472	122203	endonuclease	DTR_064109_200	95827	away
DTR_064109	DTR_064109_128	145342	148761	endonuclease	DTR_064109_200	69269	away
DTR_064109	DTR_064109_176	189467	190000	endonuclease	DTR_064109_200	28030	away
DTR_064109	DTR_064109_221	234398	235612	recombinase	DTR_064109_200	15811	away
DTR_064762	DTR_064762_18	16591	17226	endonuclease	DTR_064762_36	13996	away
DTR_064762	DTR_064762_20	19158	19913	endonuclease	DTR_064762_36	11309	away
DTR_064762	DTR_064762_66	50095	50559	endonuclease	DTR_064762_36	18391	away
DTR_064994	DTR_064994_172	151229	151795	endonuclease	DTR_064994_230	62536	away
DTR_065364	DTR_065364_46	39984	40673	endonuclease	DTR_065364_52	1787	away
DTR_075116	DTR_075116_109	102011	102742	endonuclease	DTR_075116_15	94589	away
DTR_075116	DTR_075116_220	229336	230550	recombinase	DTR_075116_15	221914	away
DTR_075116	DTR_075116_84	75520	78939	endonuclease	DTR_075116_15	68098	away
DTR_075700	DTR_075700_159	129053	130258	transposase	DTR_075700_91	51490	away
DTR_075700	DTR_075700_283	221866	223011	transposase	DTR_075700_91	144303	away
DTR_075700	DTR_075700_107	91962	92483	endonuclease	DTR_075700_91	14399	away
DTR_075700	DTR_075700_159	129053	130258	transposase	DTR_075700_91	51490	away
DTR_075700	DTR_075700_283	221866	223011	transposase	DTR_075700_91	144303	away
DTR_075700	IS200/IS605	129053	130258	IS	DTR_075700_91	51490	away
DTR_075700	IS200/IS605	221704	223076	IS	DTR_075700_91	144141	away
DTR_076969	DTR_076969_104	114216	115307	recombinase	DTR_076969_146	24844	away
DTR_076969	DTR_076969_104	114216	115307	recombinase	DTR_076969_146	24844	away
DTR_076969	DTR_076969_106	116080	116655	endonuclease	DTR_076969_146	23496	away
DTR_076969	DTR_076969_12	8004	8531	endonuclease	DTR_076969_146	131620	away
DTR_078068	DTR_078068_16	8142	8561	resolvase	DTR_078068_32	6748	away
DTR_078068	DTR_078068_23	10736	11281	resolvase	DTR_078068_32	4028	away
DTR_078068	DTR_078068_64	40515	41081	relaxase	DTR_078068_32	24424	away
DTR_078068	DTR_078068_16	8142	8561	endonuclease	DTR_078068_32	6748	away
DTR_078068	DTR_078068_23	10736	11281	resolvase	DTR_078068_32	4028	away
DTR_078068	DTR_078068_70	44178	44780	integrase	DTR_078068_32	28087	away
DTR_078514	DTR_078514_156	169446	170012	endonuclease	DTR_078514_101	61556	away
DTR_088619	DTR_088619_11	12420	13235	endonuclease	DTR_088619_203	221543	away
DTR_088619	DTR_088619_174	206292	206933	endonuclease	DTR_088619_203	27845	away
DTR_088619	DTR_088619_191	220728	221954	recombinase	DTR_088619_203	12824	away
DTR_088619	DTR_088619_60	65407	66126	endonuclease	DTR_088619_203	168652	away
DTR_088973	DTR_088973_211	216327	216893	endonuclease	DTR_088973_154	63640	away
DTR_095513	DTR_095513_200	174827	175342	endonuclease	DTR_095513_129	50192	away
DTR_095513	DTR_095513_59	72600	73277	endonuclease	DTR_095513_129	50849	away
DTR_095513	DTR_095513_86	97709	98365	recombinase	DTR_095513_129	25761	away
DTR_095513	DTR_095513_88	99138	99713	endonuclease	DTR_095513_129	24413	away
DTR_096860	DTR_096860_4	1878	2573	endonuclease	DTR_096860_36	21645	away
DTR_096860	DTR_096860_40	25981	27759	endonuclease	DTR_096860_36	1281	away
DTR_096967	DTR_096967_119	89305	89925	transposase	DTR_096967_68	31699	away
DTR_096967	DTR_096967_183	139370	139897	transposase	DTR_096967_68	81764	away
DTR_096967	DTR_096967_219	168124	168525	transposase	DTR_096967_68	110518	away
DTR_096967	DTR_096967_274	219447	220130	transposase	DTR_096967_68	161841	away
DTR_096967	DTR_096967_118	88104	89339	transposase	DTR_096967_68	30498	away
DTR_096967	DTR_096967_119	89305	89925	recombinase|resolvase	DTR_096967_68	31699	away
DTR_096967	DTR_096967_119	89305	89925	recombinase|resolvase	DTR_096967_68	31699	away
DTR_096967	DTR_096967_183	139370	139897	resolvase	DTR_096967_68	81764	away
DTR_096967	DTR_096967_196	146742	148190	transposase	DTR_096967_68	89136	away
DTR_096967	DTR_096967_198	148920	150137	transposase	DTR_096967_68	91314	away
DTR_096967	DTR_096967_217	167133	167405	transposase	DTR_096967_68	109527	away
DTR_096967	DTR_096967_218	167402	168127	transposase	DTR_096967_68	109796	away
DTR_096967	DTR_096967_219	168124	168525	transposase	DTR_096967_68	110518	away
DTR_096967	DTR_096967_250	197607	199247	endonuclease	DTR_096967_68	140001	away
DTR_096967	DTR_096967_26	22068	23309	transposase	DTR_096967_68	33797	away
DTR_096967	DTR_096967_273	218224	219450	transposase	DTR_096967_68	160618	away
DTR_096967	DTR_096967_274	219447	220130	resolvase	DTR_096967_68	161841	away
DTR_096967	DTR_096967_94	70284	71546	resolvase	DTR_096967_68	12678	away
DTR_096967	IS607	21871	23581	IS	DTR_096967_68	33525	away
DTR_096967	IS200/IS605	88104	91552	IS	DTR_096967_68	30498	away
DTR_096967	IS200/IS605	146742	148190	IS	DTR_096967_68	89136	away
DTR_096967	IS200/IS605	148920	150333	IS	DTR_096967_68	91314	away
DTR_096967	IS200/IS605	167133	168525	IS	DTR_096967_68	109527	away
DTR_096967	IS200/IS605	218224	220130	IS	DTR_096967_68	160618	away
DTR_097059	DTR_097059_210	221007	221585	endonuclease	DTR_097059_74	136999	away
DTR_097059	DTR_097059_54	65117	66199	endonuclease	DTR_097059_74	17240	away
DTR_097059	DTR_097059_55	66287	67384	endonuclease	DTR_097059_74	16055	away
DTR_097059	DTR_097059_58	71648	73048	endonuclease	DTR_097059_74	10391	away
DTR_097187	DTR_097187_1	100	1191	transposase	DTR_097187_193	171994	away
DTR_097187	DTR_097187_14	11599	12711	transposase	DTR_097187_193	160474	away
DTR_097187	DTR_097187_40	45396	46496	transposase	DTR_097187_193	126689	away
DTR_097187	DTR_097187_48	53238	54491	transposase	DTR_097187_193	118694	away
DTR_097187	DTR_097187_62	63195	64319	transposase	DTR_097187_193	108866	away
DTR_097187	DTR_097187_72	70845	71942	transposase	DTR_097187_193	101243	away
DTR_097187	DTR_097187_1	100	1191	transposase	DTR_097187_193	171994	away
DTR_097187	DTR_097187_14	11599	12711	transposase	DTR_097187_193	160474	away
DTR_097187	DTR_097187_162	145236	146423	transposase	DTR_097187_193	26762	away
DTR_097187	DTR_097187_167	151699	152466	endonuclease	DTR_097187_193	20719	away
DTR_097187	DTR_097187_169	153022	153936	endonuclease	DTR_097187_193	19249	away
DTR_097187	DTR_097187_179	161964	162992	resolvase	DTR_097187_193	10193	away
DTR_097187	DTR_097187_180	162958	163245	endonuclease	DTR_097187_193	9940	away
DTR_097187	DTR_097187_40	45396	46496	transposase	DTR_097187_193	126689	away
DTR_097187	DTR_097187_48	53238	54491	transposase	DTR_097187_193	118694	away
DTR_097187	DTR_097187_62	63195	64319	transposase	DTR_097187_193	108866	away
DTR_097187	DTR_097187_72	70845	71942	transposase	DTR_097187_193	101243	away
DTR_097187	DTR_097187_88	81759	82301	endonuclease	DTR_097187_193	90884	away
DTR_097187	IS200/IS605	100	1191	IS	DTR_097187_193	171994	away
DTR_097187	IS200/IS605	11587	12711	IS	DTR_097187_193	160474	away
DTR_097187	IS200/IS605	45396	46496	IS	DTR_097187_193	126689	away
DTR_097187	IS200/IS605	53238	54480	IS	DTR_097187_193	118705	away
DTR_097187	IS200/IS605	63186	64319	IS	DTR_097187_193	108866	away
DTR_097187	IS200/IS605	70845	71942	IS	DTR_097187_193	101243	away
DTR_097187	IS607	145074	146618	IS	DTR_097187_193	26567	away
DTR_097541	DTR_097541_2	721	1476	endonuclease	DTR_097541_19	11318	away
DTR_097541	DTR_097541_51	31674	32138	endonuclease	DTR_097541_19	18398	away
DTR_097541	DTR_097541_83	59628	60263	endonuclease	DTR_097541_19	46352	away
DTR_099046	DTR_099046_30	15164	15592	endonuclease	DTR_099046_16	7104	away
DTR_099091	DTR_099091_2	1290	1949	transposase	DTR_099091_16	4506	away
DTR_099091	DTR_099091_2	1290	1949	transposase	DTR_099091_16	4506	away
DTR_099091	DTR_099091_22	8708	9082	endonuclease	DTR_099091_16	1477	away
DTR_099091	DTR_099091_7	3499	4212	recombinase	DTR_099091_16	2243	away
DTR_099091	IS1595	1242	1985	IS	DTR_099091_16	4470	away
DTR_099546	DTR_099546_171	193595	194737	transposase	DTR_099546_116	81983	away
DTR_099546	DTR_099546_93	80607	81815	transposase	DTR_099546_116	29237	away
DTR_099546	DTR_099546_102	88616	89725	endonuclease	DTR_099546_116	21327	away
DTR_099546	DTR_099546_171	193595	194737	transposase	DTR_099546_116	81983	away
DTR_099546	DTR_099546_175	198195	198656	endonuclease	DTR_099546_116	86583	away
DTR_099546	DTR_099546_93	80607	81815	transposase	DTR_099546_116	29237	away
DTR_099546	IS200/IS605	79457	82904	IS	DTR_099546_116	28148	away
DTR_099546	IS200/IS605	193595	194737	IS	DTR_099546_116	81983	away
DTR_099924	DTR_099924_201	171828	172931	transposase	DTR_099924_218	14254	away
DTR_099924	DTR_099924_217	185928	187046	transposase	DTR_099924_218	139	away
DTR_099924	DTR_099924_46	31634	32734	transposase	DTR_099924_218	154451	away
DTR_099924	DTR_099924_68	59864	60964	transposase	DTR_099924_218	126221	away
DTR_099924	DTR_099924_70	61601	62701	transposase	DTR_099924_218	124484	away
DTR_099924	DTR_099924_76	65987	67111	transposase	DTR_099924_218	120074	away
DTR_099924	DTR_099924_163	129979	130836	transposase	DTR_099924_218	56349	away
DTR_099924	DTR_099924_164	130833	131165	transposase	DTR_099924_218	56020	away
DTR_099924	DTR_099924_195	166273	167688	endonuclease	DTR_099924_218	19497	away
DTR_099924	DTR_099924_201	171828	172931	transposase	DTR_099924_218	14254	away
DTR_099924	DTR_099924_204	174273	175301	resolvase	DTR_099924_218	11884	away
DTR_099924	DTR_099924_205	175267	175563	endonuclease	DTR_099924_218	11622	away
DTR_099924	DTR_099924_217	185928	187046	transposase	DTR_099924_218	139	away
DTR_099924	DTR_099924_46	31634	32734	transposase	DTR_099924_218	154451	away
DTR_099924	DTR_099924_68	59864	60964	transposase	DTR_099924_218	126221	away
DTR_099924	DTR_099924_70	61601	62701	transposase	DTR_099924_218	124484	away
DTR_099924	DTR_099924_76	65987	67111	transposase	DTR_099924_218	120074	away
DTR_099924	DTR_099924_92	79518	80630	transposase	DTR_099924_218	106555	away
DTR_099924	IS200/IS605	31634	32734	IS	DTR_099924_218	154451	away
DTR_099924	IS200/IS605	59864	60964	IS	DTR_099924_218	126221	away
DTR_099924	IS200/IS605	61601	62701	IS	DTR_099924_218	124484	away
DTR_099924	IS200/IS605	65963	67111	IS	DTR_099924_218	120074	away
DTR_099924	IS607	79418	80996	IS	DTR_099924_218	106189	away
DTR_099924	IS607	129817	131366	IS	DTR_099924_218	55819	away
DTR_099924	IS200/IS605	171924	172931	IS	DTR_099924_218	14254	away
DTR_099924	IS200/IS605	185952	187046	IS	DTR_099924_218	139	away
DTR_100812	DTR_100812_35	32262	32888	transposase	DTR_100812_278	197987	away
DTR_100812	DTR_100812_240	199910	201172	resolvase	DTR_100812_278	29703	away
DTR_100812	DTR_100812_35	32262	32888	resolvase|transposase	DTR_100812_278	197987	away
DTR_100812	DTR_100812_35	32262	32888	resolvase|transposase	DTR_100812_278	197987	away
DTR_100812	DTR_100812_36	32860	34038	transposase	DTR_100812_278	196837	away
DTR_100812	DTR_100812_62	55155	56795	endonuclease	DTR_100812_278	174080	away
DTR_100812	IS607	32248	34086	IS	DTR_100812_278	196789	away
DTR_100812	IS200/IS605	107012	108460	IS	DTR_100812_278	122415	away
DTR_101940	DTR_101940_20	22438	23697	transposase	DTR_101940_210	180819	away
